Proportion of F before Spawning							
1 7												
1968 2022											
1 10												
1												
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47
